Sample	posterior	likelihood	prior	treeLikelihood.sequences_anotated_aligned	treeHeight.t:sequences_anotated_aligned	treeLength.t:sequences_anotated_aligned	Tree.t:sequences_anotated_aligned.count_adult_to_old	Tree.t:sequences_anotated_aligned.count_adult_to_young	Tree.t:sequences_anotated_aligned.count_old_to_adult	Tree.t:sequences_anotated_aligned.count_old_to_young	Tree.t:sequences_anotated_aligned.count_young_to_adult	Tree.t:sequences_anotated_aligned.count_young_to_old	Tree.t:sequences_anotated_aligned.count_adult	Tree.t:sequences_anotated_aligned.count_old	Tree.t:sequences_anotated_aligned.count_young	rootTypeLogger.t:sequences_anotated_aligned	R0.t:sequences_anotated_aligned.1	R0.t:sequences_anotated_aligned.2	R0.t:sequences_anotated_aligned.3	samplingProportion.t:sequences_anotated_aligned.1	samplingProportion.t:sequences_anotated_aligned.2	samplingProportion.t:sequences_anotated_aligned.3	samplingProportion.t:sequences_anotated_aligned.4	samplingProportion.t:sequences_anotated_aligned.5	samplingProportion.t:sequences_anotated_aligned.6	becomeUninfectiousRate.t:sequences_anotated_aligned.1	becomeUninfectiousRate.t:sequences_anotated_aligned.2	becomeUninfectiousRate.t:sequences_anotated_aligned.3	rateMatrix.t:sequences_anotated_aligned.1	rateMatrix.t:sequences_anotated_aligned.2	rateMatrix.t:sequences_anotated_aligned.3	rateMatrix.t:sequences_anotated_aligned.4	rateMatrix.t:sequences_anotated_aligned.5	rateMatrix.t:sequences_anotated_aligned.6	geo-frequencies.t:sequences_anotated_aligned.1	geo-frequencies.t:sequences_anotated_aligned.2	geo-frequencies.t:sequences_anotated_aligned.3	clockRate.c:sequences_anotated_aligned	kappa.s:sequences_anotated_aligned	proportionInvariant.s:sequences_anotated_aligned	gammaShape.s:sequences_anotated_aligned	freqParameter.s:sequences_anotated_aligned.1	freqParameter.s:sequences_anotated_aligned.2	freqParameter.s:sequences_anotated_aligned.3	freqParameter.s:sequences_anotated_aligned.4
30000000	-47938.267081372134	-48863.24450033807	924.9774189659337	-48863.24450033807	1.129601763836642	35.95406412506887	85	0	0	0	29	13	46	144	10	1	0.9463139776523809	1.0090667879793476	0.6423210993044276	0.0	0.006697827539871676	0.0	2.9336712750197982E-5	0.0	0.08503951324194207	539.5274197028511	539.5274197028511	539.5274197028511	2.970214961606054	7.205860578075192	0.49218437788113745	0.026140545363507448	0.4107834825402986	1.1414693316249993	0.34	0.33	0.33	7.291918114083701E-4	4.616765183582287	0.567347670629549	0.23517237344558667	0.29324707239095626	0.18006331979483067	0.19258518756999254	0.334104420244219
31000000	-47898.963771698036	-48844.33011271059	945.3663410125534	-48844.33011271059	0.9447340772223285	34.635646388517365	83	0	0	0	34	12	53	141	6	1	0.9586540161666229	1.0065222440160415	0.575708898137429	0.0	0.0073573769580067274	0.0	4.014602528750214E-5	0.0	0.05200726047168781	548.8896829856833	548.8896829856833	548.8896829856833	1.0008894469802656	7.051855650898495	0.5259537724518881	0.0473669786421273	1.7814606053387703	1.3790955134607508	0.34	0.33	0.33	7.611705696364962E-4	5.934908734087289	0.652573409164546	0.4245723169403531	0.2923297302656106	0.181878013532132	0.1951346727254569	0.330657583476799
32000000	-47855.4008922044	-48842.02822079857	986.6273285941727	-48842.02822079857	1.0729030033180254	36.043305601472724	85	0	2	0	27	17	45	147	8	0	0.9046774384821601	1.007921672386209	0.3991665930634578	0.0	0.018961209618582497	0.0	4.8621225342830266E-5	0.0	0.2610611145025745	468.22089736873784	468.22089736873784	468.22089736873784	0.7264594781805189	8.245253700784014	0.3862430426831454	0.028102959894653345	1.937679553757239	2.635438277715093	0.34	0.33	0.33	7.661818541727877E-4	5.262620230575562	0.636091933782924	0.43356866271806377	0.2926820653962115	0.18211448818646786	0.19352808871343166	0.33167535770388745
33000000	-47892.55688512201	-48877.733989523826	985.1771044018159	-48877.733989523826	0.9994639013037993	37.03700972820969	85	0	0	0	39	8	56	139	5	1	0.9649492322751606	1.0076420492068168	0.4130558465106437	0.0	0.008363992247064312	0.0	3.778697975499142E-5	0.0	0.36100133330620016	536.9486571577052	536.9486571577052	536.9486571577052	2.2066202322840454	3.241098126899226	0.40681380348842533	0.004612094547507679	0.3735196402365618	4.4333866269376285	0.34	0.33	0.33	7.318018236346909E-4	5.624112587122051	0.7276715622661302	0.91703439236463	0.29340551724336106	0.18086345788847358	0.19063204678807305	0.3350989780800906
34000000	-47921.62748251359	-48861.298485738895	939.6710032253031	-48861.298485738895	0.973041331818839	33.392688024532085	84	0	0	0	30	16	48	146	6	1	0.8107487282113618	1.0202308744743316	0.31172215021861244	0.0	0.024101715066788702	0.0	1.0840368173873073E-4	0.0	0.21746750272960336	293.8415080002766	293.8415080002766	293.8415080002766	0.04239121646183521	8.322076239444161	0.6197002337687407	0.07910972342621372	0.0290980862262567	0.02904825535917417	0.34	0.33	0.33	8.026671443394198E-4	4.694227212888085	0.6538375634214468	0.434722835484393	0.2942223703672274	0.18252981869141893	0.19365312064832216	0.3295946902930299
35000000	-47950.744366073115	-48855.88408316546	905.1397170923472	-48855.88408316546	1.0083445436327076	34.64575602383774	78	0	1	0	24	19	49	142	9	1	0.8971753484511268	1.012540489608214	0.5542579287573792	0.0	0.028503265335213357	0.0	1.7852010633505813E-4	0.0	0.22802867554101974	300.6593093671562	300.6593093671562	300.6593093671562	1.306407203478822	6.029682006471442	0.5847057382465263	0.05407954885798256	0.28887458472524646	0.6021741189234578	0.34	0.33	0.33	7.964886283059855E-4	5.229557008463602	0.7945471269032567	3.028918179490317	0.2918831605753109	0.1849741921636198	0.1946105555579847	0.3285320917030836
36000000	-47987.558315724986	-48872.056709887824	884.4983941628378	-48872.056709887824	1.0127074100581854	37.92358336826233	81	0	0	0	36	12	57	139	4	1	0.9402084618513691	1.0098013112263673	0.46766385984088	0.0	0.013429147068593928	0.0	9.047306860271445E-5	0.0	0.18798841163261915	318.6776468597522	318.6776468597522	318.6776468597522	1.413295714003939	4.646285110803609	0.5632150454085509	0.024559270380258166	0.23270360733196035	0.17750964804694636	0.34	0.33	0.33	7.55450382924558E-4	6.055666123536364	0.6708025193848354	1.0358738563068144	0.29970266512296684	0.17639353366823252	0.19041706317473445	0.3334867380340651
37000000	-47928.8786294228	-48841.2557330906	912.3771036678028	-48841.2557330906	1.0886258850409902	36.44247196774818	82	0	0	0	17	23	37	151	12	1	0.8597181405651849	1.0098366303228064	0.5861688429686719	0.0	0.020515985857213422	0.0	9.055983253364074E-5	0.0	0.11796823266081527	364.66950408917813	364.66950408917813	364.66950408917813	0.5556205676083821	3.2151539673726885	0.6053184692121842	0.09267978876506758	0.10535282705375462	5.0171105166875964	0.34	0.33	0.33	7.604706449385381E-4	4.420057341965877	0.7564493970959433	1.2696300332838826	0.2968842633227767	0.18109926400465348	0.19132705209039527	0.33068942058217343
38000000	-47887.27047459858	-48864.87041411842	977.5999395198381	-48864.87041411842	0.9490836888778019	33.42946245428308	93	0	1	0	37	6	47	144	9	1	0.8968556940392716	1.0108692458668949	0.5375926178917148	0.0	0.0075891293178498905	0.0	6.32760066400194E-5	0.0	0.17822769334814534	446.7592214757225	446.7592214757225	446.7592214757225	1.8001488209887122	4.603293443073401	0.802181276526383	0.0136396446361194	0.34615403107216614	0.28747839589052987	0.34	0.33	0.33	7.716605776297241E-4	4.82160788167089	0.6462952195495816	0.6412360765783313	0.29153119806790495	0.18150153290842108	0.19518209859411698	0.3317851704295558
39000000	-47735.74332063692	-48848.80867433721	1113.065353700296	-48848.80867433721	0.8433229171473283	28.748311592459867	94	0	0	0	35	9	43	149	8	1	0.8798597620418794	1.0087299301999066	0.3134891266794236	0.0	0.014430537142880777	0.0	3.74910622673723E-5	0.0	0.4057271632933619	615.0491290395901	615.0491290395901	615.0491290395901	0.9526427006266507	5.175571092097053	0.5496162913947577	0.011235797087695393	0.046473154947454964	1.854465697322917	0.34	0.33	0.33	9.514698434947561E-4	5.500593040376499	0.668705202813125	0.4836866822920279	0.29491884717748384	0.18140804546444894	0.1916927222514931	0.3319803851065727
40000000	-47829.51155897918	-48837.70617821932	1008.1946192401392	-48837.70617821932	0.7784520013181713	30.178351841906956	83	0	3	0	27	16	49	142	9	1	0.9298389017604803	1.0091885907041618	0.16618763964584832	0.0	0.01170646126475348	0.0	3.320436363791368E-5	0.0	0.8505380496537841	563.6549561421476	563.6549561421476	563.6549561421476	1.6405210666309236	1.47463028786631	0.3387319215239179	0.006296055156123867	1.3760953508784226	0.6235876793947792	0.34	0.33	0.33	8.617364023711651E-4	5.135307208346511	0.623123544276432	0.5081545778282012	0.2953500745594741	0.1789422653489315	0.19631738155681305	0.32939027853478003
41000000	-47847.28921455206	-48862.574953460185	1015.2857389081229	-48862.574953460185	0.7067768078511536	27.240977182554932	89	0	1	0	34	11	48	145	7	1	0.9243163784888758	1.006846562424926	0.4975425023057864	0.0	0.008175810264374266	0.0	6.824421037162635E-5	0.0	0.12931063508589583	508.1533904631951	508.1533904631951	508.1533904631951	0.75528605528369	5.8315576377941385	0.9228165364175638	0.030386335332892596	0.20157264383887766	0.4102337831863104	0.34	0.33	0.33	0.0010195971254704657	5.64573880544756	0.7561918409802935	0.9953233622214084	0.29343532070798084	0.1811913967295038	0.19240708680116972	0.33296619576134445
42000000	-47882.00333508702	-48892.64704200453	1010.6437069175113	-48892.64704200453	0.8984896254417163	26.765971030118052	94	0	2	0	40	5	50	143	7	1	0.8917786106061012	1.021221063121126	0.37007675499087256	0.0	0.011744535814014167	0.0	9.907401177116246E-5	0.0	0.24801634439050985	365.9730981231436	365.9730981231436	365.9730981231436	1.9373015779969394	4.470797522834204	0.9424133494746391	0.008793842544508417	0.7403565975915493	0.5230853554804711	0.34	0.33	0.33	0.001043758412561154	5.206551248078347	0.7227782064034417	0.8022078038207768	0.28913586411892944	0.18202387923260657	0.19657146010194118	0.3322687965465218
43000000	-47722.787179327	-48841.98085574481	1119.1936764178092	-48841.98085574481	0.6105808101541964	24.88730500131306	96	0	0	0	43	0	49	142	9	1	0.847840533401556	1.0193862306861414	0.39252241283328126	0.0	0.016704658631587013	0.0	1.0394840933309147E-4	0.0	0.38611111845308466	369.6794857661767	369.6794857661767	369.6794857661767	2.491809627783103	6.97299902473488	0.8318015156194272	0.0020863789708912826	2.619773540169768	0.06699373405596196	0.34	0.33	0.33	0.0010716246247507053	5.021990482460965	0.8233209205715752	2.1768526153660894	0.294742105517279	0.18036316835795987	0.19402896010817142	0.33086576601658846
44000000	-47758.65273527914	-48864.17230019139	1105.5195649122547	-48864.17230019139	0.8064029029818524	28.72506075303411	102	0	0	0	45	0	45	148	7	1	0.9166268237305201	1.0078839044939094	0.24585965088887204	0.0	0.00775120702895398	0.0	4.7898593348431126E-5	0.0	0.25916990295801456	634.3149502904045	634.3149502904045	634.3149502904045	1.9829154188729037	6.8373911607052555	0.9586905183775688	0.0017087592754204389	0.5849236724379522	0.8993590188111822	0.34	0.33	0.33	9.660757447237546E-4	5.025896053303874	0.7485781547566693	1.3994157394932687	0.29734947211876467	0.17987442987396735	0.19071725782789764	0.33205884017936915
45000000	-47907.89820879031	-48858.20323744043	950.30502865012	-48858.20323744043	0.9618292857554416	30.33301080221492	86	0	0	0	31	11	47	143	10	1	0.8735375871143752	1.019010094856254	0.2804104321217351	0.0	0.021356544275743225	0.0	1.7110339581784349E-4	0.0	0.38607141780280424	271.3723519317047	271.3723519317047	271.3723519317047	1.3869040972058686	4.202315744582956	0.9478949826997143	0.02328452367163546	0.6099360012908247	0.09350084300575508	0.34	0.33	0.33	9.195134426033955E-4	4.878784474330843	0.738693406265571	1.0869387903427168	0.2978523414071603	0.1801037818387714	0.19472322817561266	0.3273206485784544
46000000	-47844.304766268026	-48879.25038075501	1034.9456144869832	-48879.25038075501	0.876404840363891	28.48200707470958	80	0	0	0	27	17	49	143	8	1	0.936200217658539	1.0086539060434359	0.6580056048029029	0.0	0.010130947200275941	0.0	3.2538320317778885E-5	0.0	0.11877979867980146	674.021368107776	674.021368107776	674.021368107776	1.197619706962534	5.393786514959478	0.5290808654048799	0.021756379879783162	1.572961945031914	0.636750577233588	0.34	0.33	0.33	9.370972666226758E-4	5.0862801444146815	0.7845159580119507	1.6490313433574977	0.2974492743034461	0.18264607513283268	0.19241060529324075	0.32749404527047915
47000000	-47908.12734929108	-48860.59961393414	952.4722646430627	-48860.59961393414	0.9047890000408918	32.73103118630272	78	0	0	0	28	18	52	142	6	1	0.9123235779256592	1.0080808789295264	0.14810569751105065	0.0	0.00949906260585137	0.0	7.023717816485614E-5	0.0	0.32155132103063017	508.7303228269036	508.7303228269036	508.7303228269036	0.06521053132896355	4.243080891789072	0.6787896202058352	0.03951105256504954	0.4803483673307236	0.6996614410029822	0.34	0.33	0.33	8.114621475778832E-4	5.0551038986738135	0.8092698036370247	2.199937304760826	0.2941406935610299	0.1817511201162677	0.19346796337658784	0.3306402229461132
48000000	-47867.68056031997	-48855.962534318714	988.2819739987433	-48855.962534318714	0.8610933634998281	33.17485111845184	79	0	0	0	26	18	49	143	8	1	0.9209855787080992	1.008728524794382	0.40776303316707513	0.0	0.010533143261438059	0.0	3.915411821176633E-5	0.0	0.21425413794385978	539.8033432866831	539.8033432866831	539.8033432866831	3.1161862853285105	3.2128250117913955	0.34507886993116266	0.02754279322568763	1.4501821079907125	1.203126486552878	0.34	0.33	0.33	8.122476235030286E-4	5.203183068976768	0.7426687832506894	0.9779372114966798	0.29669832704775373	0.18218717255618064	0.19350076495101276	0.32761373544505173
49000000	-47886.502858216176	-48859.229451832376	972.7265936161991	-48859.229451832376	1.0112824414520651	34.46327439926388	81	0	0	0	27	16	48	143	9	1	0.8372805267875028	1.007600933050512	0.5624893559321051	0.0	0.01800585626477526	0.0	9.149995404195979E-5	0.0	0.26626885048075355	470.0156379582444	470.0156379582444	470.0156379582444	0.07248127189825734	4.469673362724998	0.8306317050220919	0.03876154950677469	0.2220975068548033	0.02513241272131821	0.34	0.33	0.33	8.111357660477215E-4	5.983089805212585	0.7167934109903423	1.4222010877865607	0.2943780980109879	0.18273991333626408	0.19215363046130707	0.33072835819143953
50000000	-47891.32123535032	-48854.6921811451	963.3709457947839	-48854.6921811451	0.8562114845285841	27.686621132075725	77	0	0	0	18	23	43	146	11	1	0.8529499801683476	1.0150193674508818	0.4441530792441637	0.0	0.019401381783972074	0.0	9.46142416994458E-5	0.0	0.180240537916443	373.380029996284	373.380029996284	373.380029996284	2.658326843886602	4.974843696999356	0.7641905110156556	0.06341731218993821	1.7043844447638907	0.4090467628325324	0.34	0.33	0.33	9.750508853160263E-4	5.255103088412311	0.8153768588571687	3.431017250139975	0.2946864459178725	0.18006797803478242	0.1939446713792538	0.33130090466808976
51000000	-47885.13956856611	-48877.283364656134	992.1437960900257	-48877.283364656134	0.7098976853669856	27.287856617405257	80	0	0	0	26	16	48	142	10	1	0.8709008555361464	1.0122111879164681	0.6268319896969732	0.0	0.02217937973719954	0.0	1.0969906147121765E-4	0.0	0.23734177324323855	353.00296209181545	353.00296209181545	353.00296209181545	0.1806987542850671	5.475389826037563	0.7278879769643883	0.027698824688314843	1.5440507934225787	0.28012347163278883	0.34	0.33	0.33	0.0010207580497783176	4.360359530520336	0.7274430741417973	0.8192077052421608	0.29509437826774837	0.1791398668221073	0.19289039821059106	0.3328753566995517
52000000	-47837.58166973763	-48863.48575916588	1025.9040894282493	-48863.48575916588	0.964001181363437	32.40332630387195	90	0	1	0	30	15	43	150	7	1	0.9148927468624795	1.0067581429965762	0.5685699439197918	0.0	0.01453898255132231	0.0	4.228033226008935E-5	0.0	0.20375262243075307	629.4947019466974	629.4947019466974	629.4947019466974	0.1800103027405709	6.345462002648407	0.45194998535197234	0.02388686414914227	0.8895789755353024	0.6399748328197439	0.34	0.33	0.33	8.900926477272243E-4	4.829938254475339	0.6882685425253849	1.1621682379326457	0.2960402302646095	0.18172216523186205	0.19107934097626542	0.3311582635272617
53000000	-47858.089736030684	-48867.699818520276	1009.6100824895917	-48867.699818520276	0.9835248260712026	29.67807702389433	85	0	0	0	32	13	49	144	7	1	0.9131729814236816	1.0108534239223537	0.4265135422671323	0.0	0.008775133344358668	0.0	5.745585509032282E-5	0.0	0.2698055736965982	531.6614175001075	531.6614175001075	531.6614175001075	0.5508223054773258	4.392466566046863	0.7585406919426247	0.025921441137090155	0.06818290209938634	3.529301909204585	0.34	0.33	0.33	8.948572714642768E-4	5.2273096108848165	0.7205450513616583	0.8461123360017334	0.296165476472188	0.18020582361537837	0.18840376443294998	0.33522493547948223
54000000	-47857.6789922338	-48844.424384265156	986.7453920313585	-48844.424384265156	0.7004663262570975	25.397021941416302	85	0	0	0	34	12	51	143	6	1	0.9607147397541486	1.015831104013225	0.3942675785127756	0.0	0.006533427095842874	0.0	7.311574017105014E-5	0.0	0.13744113734267438	461.4321270351631	461.4321270351631	461.4321270351631	1.0050942234273157	6.178330388560835	0.7461271993502508	0.035538864375142955	1.1451456119550378	1.6738772371214279	0.34	0.33	0.33	0.0010717111721513183	5.520605956253646	0.7096160542433406	0.7778270489912473	0.2930638724206199	0.18147880449991732	0.1944199174550901	0.33103740562437123
55000000	-47761.93859840255	-48846.66257954887	1084.7239811463194	-48846.66257954887	0.8127637483839298	29.574316694789367	92	0	0	0	40	5	50	143	7	1	0.8912457160521186	1.0084554840153344	0.2764619871540572	0.0	0.007905997819794446	0.0	3.9463227206505995E-5	0.0	0.2730586304214049	599.2670368900172	599.2670368900172	599.2670368900172	0.44874543769148967	4.972318069081655	0.7982532378921816	0.008271946222624973	0.10591149999417578	1.008486618351717	0.34	0.33	0.33	9.696179584932548E-4	5.397467498804977	0.7354148002793224	1.1312528206528019	0.2971287512468024	0.17781115596957753	0.19603953769729937	0.32902055508631906
56000000	-47828.41796935719	-48869.01380720022	1040.5958378430305	-48869.01380720022	0.6909719437892876	26.251279650716235	86	0	0	0	33	10	49	142	9	1	0.9548987806581922	1.0082927348681718	0.538408237818687	0.0	0.004843817581082007	0.0	2.4191436054825243E-5	0.0	0.13946508662681192	704.8815032911773	704.8815032911773	704.8815032911773	0.7747099013408347	4.945156290386499	0.805270800414671	0.03140976005994049	2.6020081976080776	0.21531898308330177	0.34	0.33	0.33	0.0010053270970102148	5.370074410827175	0.5110128146113239	0.43355629681628516	0.2903309427207804	0.17843297028587696	0.19120076933782182	0.340035317655519
57000000	-47822.65692461368	-48860.738427357384	1038.0815027437072	-48860.738427357384	0.7426911949695125	25.365591428030253	86	0	0	0	38	10	54	142	4	1	0.9173548004957894	1.009097414115711	0.261920389294283	0.0	0.007125344450706039	0.0	6.219857732111446E-5	0.0	0.2133534544714228	510.35671116066476	510.35671116066476	510.35671116066476	0.25732097010258353	4.486690199625331	1.0742324599866417	0.01935036663405058	2.2476073716058815	0.8387123528928127	0.34	0.33	0.33	0.0010026256559483447	4.668336650540034	0.8049280555022306	5.2421456684224905	0.29484078366794103	0.18134095939434788	0.19333072794078518	0.3304875289969243
58000000	-47793.46296659751	-48868.608880980304	1075.1459143827976	-48868.608880980304	0.7569463193035292	25.337404490236803	87	0	2	0	38	10	55	141	4	1	0.9290563241254729	1.0105983361374726	0.24527432828466628	0.0	0.012851201859226226	0.0	5.2233895697571335E-5	0.0	0.3426128411548598	591.4828939944133	591.4828939944133	591.4828939944133	1.3841611547927055	6.274504844487472	0.5842203688190383	0.019351928574744433	1.3548359993706347	0.38996423272167197	0.34	0.33	0.33	0.0011312687539279994	5.368919595703932	0.3335949006414324	0.13714534843757462	0.29558612855192434	0.18143322931578276	0.19036097313324787	0.3326196689990432
59000000	-47895.940442764906	-48859.83516590848	963.8947231435712	-48859.83516590848	0.8368720692290503	28.69424174665267	86	0	1	0	27	12	44	143	13	1	0.9118202854355382	1.0147753620380788	0.6331278320335446	0.0	0.013611148902531206	0.0	8.306602309746644E-5	0.0	0.102992515471637	436.39260348078074	436.39260348078074	436.39260348078074	0.9206366509235191	7.661559689822707	0.6113502969070015	0.05134568757972287	0.2836698381492369	0.273266664697997	0.34	0.33	0.33	8.953901458161989E-4	5.544055098236054	0.7966556561859527	2.2756024147201623	0.30086587474695725	0.17704996664540346	0.1938038749164395	0.32828028369119805
60000000	-47857.06548415971	-48862.071414960614	1005.0059308008974	-48862.071414960614	0.7489172026048541	26.430451816294624	87	0	0	0	33	11	48	144	8	1	0.9326127287483121	1.0210409787909525	0.4841568956406858	0.0	0.023454039653720688	0.0	1.9813397516641888E-4	0.0	0.4690059129721278	326.07509289504236	326.07509289504236	326.07509289504236	0.5199746758094081	3.1896327903067134	0.7608082133514316	0.0317036078695816	1.628708200715596	2.6845736472010184	0.34	0.33	0.33	0.0010956953089779483	5.253910907311695	0.7256986038689979	1.099800808599513	0.2893413748388947	0.18024383007996855	0.1979194367345359	0.33249535834659866
61000000	-47751.87394090129	-48847.37478029018	1095.500839388882	-48847.37478029018	0.7032199501871216	26.737455683530655	90	0	0	0	34	12	46	148	6	1	0.9030858531088077	1.007729429950762	0.261237659970381	0.0	0.007844239156707981	0.0	3.8833595996162706E-5	0.0	0.4242361453315056	683.1293790058626	683.1293790058626	683.1293790058626	0.05080769189954632	4.214749576084504	0.7782711749469854	0.010521373311840413	0.17043455605501112	1.721247979414516	0.34	0.33	0.33	0.0010971864074264086	5.23468939348272	0.6715561651493898	0.5321196722980531	0.29323906439205555	0.17965159453139345	0.19245468712099048	0.3346546539555585
62000000	-47803.14308605088	-48868.17150228226	1065.0284162313837	-48868.17150228226	0.8533613741469073	26.475093731708373	92	0	0	0	41	4	51	142	7	1	0.9380894645374578	1.0069049997258699	0.361957664946923	0.0	0.007996499213836498	0.0	6.073552082912493E-5	0.0	0.38356902576962143	550.4367855140276	550.4367855140276	550.4367855140276	0.9477903061287488	3.805427082132756	0.9650398209496454	0.015232291138225523	3.8447578864239733	2.789088789573474	0.34	0.33	0.33	9.368033656564542E-4	4.780894674453671	0.8000154637990373	2.144035368881623	0.29589267064209535	0.18171076909152456	0.18941728253167345	0.33297927773470476
63000000	-47705.87526669346	-48880.475379852156	1174.6001131586966	-48880.475379852156	0.5995180507420469	22.594921208451048	93	0	0	0	43	2	52	141	7	1	0.8604821130380989	1.011890645614302	0.28449047855894727	0.0	0.021165611705638136	0.0	1.469371046285555E-4	0.0	0.9957161779812495	424.3066823237279	424.3066823237279	424.3066823237279	0.5978917303742849	3.6365647145938387	0.9901516637128526	0.0032196680781692117	0.04647165079370304	0.1978876010147317	0.34	0.33	0.33	0.0011879472096298766	5.845533318591672	0.7036064543746645	0.7553330560391416	0.29674404173325464	0.18158226370316283	0.1869180799425299	0.33475561462105063
64000000	-47753.15774304543	-48857.33338260636	1104.175639560936	-48857.33338260636	0.6772367852516342	25.1792091152116	94	0	2	0	41	2	51	140	9	1	0.9336320026773584	1.009785552342033	0.4675042603320508	0.0	0.00523557295581936	0.0	2.7225724338875763E-5	0.0	0.14498876770853264	769.5915817079082	769.5915817079082	769.5915817079082	0.2620625527868381	5.505071077662332	0.8181742547926444	0.005112363142381049	0.024440440468916406	0.22309432909632368	0.34	0.33	0.33	0.0010664091041973373	5.42696772683165	0.5974869051211118	0.3963697191337739	0.2911586294704191	0.18221098320179263	0.19333168353447341	0.3332987037933132
65000000	-47763.54579897244	-48861.89485578314	1098.3490568106993	-48861.89485578314	0.8517534403696345	26.26574517771954	96	0	0	0	42	1	48	143	9	1	0.8939548673634203	1.0130784732366158	0.33885449674416995	0.0	0.016373337118106505	0.0	9.534514571128947E-5	0.0	0.2597507203815647	423.5626863041434	423.5626863041434	423.5626863041434	0.020477289574569082	6.356055927034722	0.7793647294349617	0.0020019747415741186	0.2736823441869049	0.5141345576890417	0.34	0.33	0.33	0.0010421578878878762	4.825718846787118	0.6708014076779655	0.4375594059664579	0.29817287409318194	0.17808299156204563	0.19083776954540144	0.33290636479936936
66000000	-47829.984043827826	-48846.01844676965	1016.0344029418251	-48846.01844676965	0.7913384068572117	29.23386950007751	83	0	0	0	31	12	50	141	9	1	0.8916959377378041	1.0075994234421592	0.47796234714384284	0.0	0.019912484466682284	0.0	9.60659040891276E-5	0.0	0.22625241252294964	447.9609541825045	447.9609541825045	447.9609541825045	0.6716925247981588	5.850713086937955	0.6562628719450095	0.022423152740344916	0.8481664988263103	2.2774512569064256	0.34	0.33	0.33	9.048612135112497E-4	4.804328368826512	0.3387232244687325	0.024541699963534672	0.2973889565821479	0.18407506308174282	0.1913582758689571	0.3271777044671503
67000000	-47829.86092676108	-48845.63503796464	1015.7741112035568	-48845.63503796464	0.8689182995580749	29.060455498731685	89	0	0	0	33	10	46	145	9	1	0.9062680549184451	1.01360326689063	0.45630278738510516	0.0	0.009295720152841695	0.0	5.4964405064319134E-5	0.0	0.18167424909068108	462.3850697088979	462.3850697088979	462.3850697088979	0.78423313142152	5.240519087520834	0.909906334236462	0.027935482317488672	0.2173536029409454	0.023182905618013776	0.34	0.33	0.33	9.29116577720374E-4	5.590209902414926	0.6117720277138975	0.4572013498002677	0.29619719909302983	0.18227959107414476	0.19336945595227534	0.32815375388054835
68000000	-47833.005436276486	-48867.75286758879	1034.7474313123053	-48867.75286758879	0.7281587503665912	27.70660366387279	88	0	1	0	31	12	46	145	9	1	0.9220426248776515	1.0091907728352847	0.4490551675584424	0.0	0.0058814412127198065	0.0	4.7193153582388107E-5	0.0	0.2897201356586005	554.4800420051583	554.4800420051583	554.4800420051583	1.205461094363571	2.8521736272283107	0.8815949941006954	0.012241958571932813	3.190236562180644	0.15572273051314506	0.34	0.33	0.33	9.66257891430743E-4	5.95602178110338	0.7004426722215871	0.9200625896922824	0.29569736587595336	0.18302831572986128	0.18990129171050707	0.33137302668367674
69000000	-47776.391027178666	-48860.19186499493	1083.8008378162656	-48860.19186499493	0.7983310378897398	28.409949574540107	87	0	0	0	36	11	51	144	5	1	0.9393328417229334	1.0082664435245543	0.27821130966258956	0.0	0.0071124764776844766	0.0	4.7221762882873126E-5	0.0	0.2329838489326345	706.7885083949259	706.7885083949259	706.7885083949259	0.09406596298061963	6.337252946348452	0.7930226495615644	0.020870745432284947	0.831363187014066	0.2329965743845939	0.34	0.33	0.33	9.987309786173122E-4	5.426075863253388	0.6253400705784127	0.4273422316062669	0.29500965158430803	0.18326944793241365	0.1919402783150456	0.3297806221682311
70000000	-47828.390344196865	-48853.329784176436	1024.939439979569	-48853.329784176436	0.7821846093183561	28.12331833594212	89	0	0	0	32	9	45	144	11	1	0.8638432070734225	1.0131662720621306	0.25064861155144874	0.0	0.0181539748236409	0.0	1.145180408372003E-4	0.0	0.40783046051672656	394.49163741605577	394.49163741605577	394.49163741605577	0.9925440772868572	4.306739340887618	0.7583641492860294	0.020113409962222027	1.4999657738248158	0.14501342911267145	0.34	0.33	0.33	8.934131182165786E-4	5.217119398997275	0.7326118101468287	1.14814556791768	0.29140935048587063	0.18277956214429916	0.1934031556495396	0.3324079317202889
71000000	-47784.4773402714	-48848.59660274991	1064.119262478514	-48848.59660274991	0.7793190258194644	28.77762639295312	90	0	0	0	38	8	50	144	6	1	0.9091451680407419	1.010020479180755	0.4590630399608075	0.0	0.015001473787204206	0.0	7.221841861087922E-5	0.0	0.41972854910140606	492.8352019813836	492.8352019813836	492.8352019813836	0.5798369862792189	5.380002339541042	0.4346823333870772	0.006352676611518392	0.7519652212405681	0.5325715084481553	0.34	0.33	0.33	9.339440965109591E-4	5.057261043723059	0.775879891284563	2.9958720864838355	0.29054809917053737	0.18038627217796288	0.19490223654305036	0.33416339210844725
